nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36758,16/12/2012,4994,13.7,412,258,186,09/08/2026,10,Python,"Python, HTML, Makefile, Perl, Shell, Kotlin, AIDL",2526,68,2458,0.9731,4381.96,96.0,134.19
musistudio/claude-code-router,https://github.com/musistudio/claude-code-router,36735,25/02/2025,540,1.5,366,76,22,19/08/2026,0,JavaScript,"JavaScript, TypeScript, HTML, CSS, Dockerfile, Shell",1294,903,391,0.3022,4153.66,207.36,93.73
Dokploy/dokploy,https://github.com/Dokploy/dokploy,36718,19/04/2024,852,2.3,2363,1681,170,19/08/2026,0,Dockerfile,"Dockerfile, TypeScript, Shell, JavaScript, CSS, Go",2124,485,1639,0.7717,1947.39,130.55,56.58
ashishpatel26/500-AI-Agents-Projects,https://github.com/ashishpatel26/500-AI-Agents-Projects,36705,20/12/2024,607,1.7,110,17,0,27/07/2026,23,Python,"Python, HTML, JavaScript, CSS",46,36,10,0.2174,4381.96,96.0,134.19
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,36668,21/09/2014,4350,11.9,1229,1057,1,19/08/2026,0,,,155,4,151,0.9742,1575.95,5.59,292.54
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,36665,13/06/2019,2624,7.2,626,201,67,19/08/2026,0,Python,"Python, Dockerfile, C++, Java, C, Objective-C, Shell, Objective-C++, HTML, JavaScript",5666,353,5313,0.9377,4381.96,96.0,134.19
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,36662,15/03/2019,2714,7.4,704,464,48,29/06/2026,51,Jupyter Notebook,"Jupyter Notebook, TypeScript, HTML, JavaScript, CSS, SCSS, Vue, Shell, Go, AppleScript",505,122,383,0.7584,257.0,7.23,134.46
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,36656,03/03/2021,1995,5.5,624,497,0,11/08/2026,8,JavaScript,"JavaScript, HTML, Vue, Jupyter Notebook",138,1,137,0.9928,4153.66,207.36,93.73
typeorm/typeorm,https://github.com/typeorm/typeorm,36630,29/02/2016,3824,10.5,4101,2669,45,13/08/2026,6,TypeScript,"TypeScript, JavaScript",8637,442,8195,0.9488,3951.0,209.41,39.23
date-fns/date-fns,https://github.com/date-fns/date-fns,36629,06/10/2014,4335,11.9,1877,1073,127,10/08/2026,9,JavaScript,"JavaScript, Shell, TypeScript, Dockerfile, HTML, CSS, Makefile",2055,665,1390,0.6764,4153.66,207.36,93.73
jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,36616,12/11/2016,3567,9.8,473,377,32,11/08/2026,8,HTML,"HTML, Stylus, JavaScript, Markdown, Dockerfile, Go Template",212,73,139,0.6557,2959.28,84.38,78.49
mpv-player/mpv,https://github.com/mpv-player/mpv,36597,13/10/2012,5058,13.9,6263,4136,89,17/08/2026,2,Objective-C,"Objective-C, C, Python, Shell, Lua, JavaScript, Swift, Meson, PowerShell, C++",11147,999,10148,0.9104,1534.25,182.5,331.5
blader/humanizer,https://github.com/blader/humanizer,36590,18/01/2026,213,0.6,133,25,4,19/08/2026,0,Python,Python,95,6,89,0.9368,4381.96,96.0,134.19
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,36576,19/07/2022,1492,4.1,5730,5359,125,19/08/2026,0,Go,"Go, Vue, Makefile, PHP, JavaScript, Shell",6888,281,6607,0.9592,3162.76,209.72,80.52
khoj-ai/khoj,https://github.com/khoj-ai/khoj,36567,16/08/2021,1829,5.0,641,500,173,02/08/2026,17,Python,"Python, Emacs Lisp, HTML, JavaScript, CSS, Dockerfile, TypeScript, Shell, Java",605,98,507,0.838,4381.96,96.0,134.19
inkonchain/docs,https://github.com/inkonchain/docs,36524,07/05/2024,834,2.3,557,418,0,13/08/2026,6,JavaScript,"JavaScript, MDX, TypeScript, CSS, Dockerfile",41,28,13,0.3171,4153.66,207.36,93.73
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,36520,19/07/2021,1857,5.1,128,21,10,06/08/2024,743,Python,Python,764,585,179,0.2343,4381.96,96.0,134.19
HKUDS/DeepTutor,https://github.com/HKUDS/DeepTutor,36491,28/12/2025,234,0.6,532,292,68,19/08/2026,0,Python,"Python, TypeScript, CSS, JavaScript, Dockerfile, HTML, Batchfile, Shell",367,73,294,0.8011,4381.96,96.0,134.19
nextcloud/server,https://github.com/nextcloud/server,36483,02/06/2016,3730,10.2,40010,34190,462,19/08/2026,0,PHP,"PHP, CSS, JavaScript, Shell, HTML, Gherkin, Makefile, Vue, SCSS, Dockerfile",21464,2643,18821,0.8769,11131.0,338.0,2.4
songquanpeng/one-api,https://github.com/songquanpeng/one-api,36482,22/04/2023,1215,3.3,550,287,55,09/01/2026,222,Dockerfile,"Dockerfile, Go, HTML, JavaScript, CSS, Shell, SCSS",1832,931,901,0.4918,1947.39,130.55,56.58
hankcs/HanLP,https://github.com/hankcs/HanLP,36478,09/10/2014,4332,11.9,138,79,62,15/11/2025,276,Python,"Python, Java, Jupyter Notebook",1424,8,1416,0.9944,4381.96,96.0,134.19
doocs/leetcode,https://github.com/doocs/leetcode,36477,16/09/2018,2894,7.9,4998,4704,21,19/08/2026,0,Java,"Java, Python, C++, Ruby, Go, Scala, JavaScript, C, Shell, C#",64,4,60,0.9375,1668.22,57.66,146.66
inkonchain/node,https://github.com/inkonchain/node,36477,13/05/2024,827,2.3,54,40,6,05/08/2026,14,Shell,Shell,31,17,14,0.4516,6587.32,101.51,68.88
glanceapp/glance,https://github.com/glanceapp/glance,36462,27/04/2024,844,2.3,322,117,34,19/08/2026,0,Dockerfile,"Dockerfile, Go, CSS, JavaScript, HTML, Go Template",534,226,308,0.5768,1947.39,130.55,56.58
open-guides/og-aws,https://github.com/open-guides/og-aws,36441,13/07/2016,3689,10.1,592,498,0,16/08/2024,733,Shell,Shell,229,140,89,0.3886,6587.32,101.51,68.88
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36387,02/01/2021,2055,5.6,31,3,0,01/08/2025,383,,,77,51,26,0.3377,1575.95,5.59,292.54
tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,36384,18/02/2026,182,0.5,3456,3009,56,19/08/2026,0,Shell,"Shell, JavaScript, HTML, Rust, CSS, TypeScript, PowerShell, Ruby, Dockerfile, Swift",1879,169,1710,0.9101,6587.32,101.51,68.88
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,36384,04/11/2024,653,1.8,111,91,0,20/10/2025,303,TypeScript,"TypeScript, JavaScript, CSS, MDX, HTML, Dockerfile",5,2,3,0.6,3951.0,209.41,39.23
GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,36376,02/12/2020,2086,5.7,183,130,0,06/08/2024,743,,,90,20,70,0.7778,1575.95,5.59,292.54
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,36358,27/03/2019,2701,7.4,63,18,0,03/02/2025,562,,,262,180,82,0.313,1575.95,5.59,292.54
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,36322,03/12/2012,5007,13.7,326,106,0,18/04/2024,853,,,2385,119,2266,0.9501,1575.95,5.59,292.54
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,36308,07/04/2023,1230,3.4,1082,541,12,29/04/2025,477,JavaScript,"JavaScript, TypeScript, CSS, Shell, Dockerfile, Python, Batchfile, MDX",469,132,337,0.7186,4153.66,207.36,93.73
keycloak/keycloak,https://github.com/keycloak/keycloak,36286,02/07/2013,4796,13.1,25414,21028,112,19/08/2026,0,HTML,"HTML, Java, JavaScript, CSS, Shell, XSLT, FreeMarker, Batchfile, TypeScript, Groovy",19941,2670,17271,0.8661,2959.28,84.38,78.49
microsoft/playwright-mcp,https://github.com/microsoft/playwright-mcp,36283,21/03/2025,516,1.4,809,541,69,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Dockerfile",877,1,876,0.9989,4153.66,207.36,93.73
ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,36256,09/04/2024,862,2.4,374,87,34,11/04/2026,130,JavaScript,"JavaScript, Dockerfile, TypeScript, CSS, Shell, Slim",674,230,444,0.6588,4153.66,207.36,93.73
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,36228,06/09/2024,712,2.0,268,154,24,19/08/2026,0,Python,"Python, Dockerfile, Batchfile, PowerShell, Standard ML",881,124,757,0.8593,4381.96,96.0,134.19
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,36225,06/07/2016,3696,10.1,599,125,244,19/08/2026,0,Makefile,"Makefile, Go, JavaScript, HTML, Dockerfile, Shell, CSS, TypeScript",6052,1158,4894,0.8087,6824.34,158.88,82.6
jax-ml/jax,https://github.com/jax-ml/jax,36180,25/10/2018,2854,7.8,29351,20711,140,19/08/2026,0,Python,"Python, Shell, C++, Jupyter Notebook, Starlark, C, MAXScript, Makefile, Linker Script",7232,1726,5506,0.7613,4381.96,96.0,134.19
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,36152,19/10/2017,3226,8.8,4523,3700,90,19/08/2026,0,Rust,"Rust, Shell, Python, C, Dockerfile, Go",1510,51,1459,0.9662,4846.14,145.22,23.78
hashicorp/vault,https://github.com/hashicorp/vault,36141,25/02/2015,4193,11.5,25267,21334,182,19/08/2026,0,Go,"Go, Shell, Makefile, Batchfile, HCL, JavaScript, HTML, Dockerfile, SCSS, Handlebars",6586,1157,5429,0.8243,3162.76,209.72,80.52
pnpm/pnpm,https://github.com/pnpm/pnpm,36140,28/01/2016,3856,10.6,6199,4733,1000,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Shell, Batchfile, Dockerfile, Rust, Just",6170,2333,3837,0.6219,4153.66,207.36,93.73
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,36091,29/05/2020,2273,6.2,31,26,0,13/06/2023,1163,Java,Java,44,11,33,0.75,1668.22,57.66,146.66
carbon-app/carbon,https://github.com/carbon-app/carbon,36090,16/06/2017,3351,9.2,849,669,215,10/02/2026,190,JavaScript,"JavaScript, Shell",696,67,629,0.9037,4153.66,207.36,93.73
Yuan1z0825/nature-skills,https://github.com/Yuan1z0825/nature-skills,36063,24/04/2026,117,0.3,166,136,0,19/08/2026,0,Python,"Python, Shell, TeX, JavaScript, HTML",30,0,30,1.0,4381.96,96.0,134.19
lerna/lerna,https://github.com/lerna/lerna,36050,04/12/2015,3911,10.7,1568,1080,253,19/08/2026,0,JavaScript,"JavaScript, Shell, Batchfile, TypeScript, CSS",2702,284,2418,0.8949,4153.66,207.36,93.73
slatedocs/slate,https://github.com/slatedocs/slate,36039,13/09/2013,4722,12.9,985,298,28,01/02/2026,199,,,609,50,559,0.9179,1575.95,5.59,292.54
Crosstalk-Solutions/project-nomad,https://github.com/Crosstalk-Solutions/project-nomad,36005,24/06/2025,421,1.2,600,409,76,19/08/2026,0,Dockerfile,"Dockerfile, JavaScript, TypeScript, CSS, Edge, Shell, Python",537,43,494,0.9199,1947.39,130.55,56.58
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,35997,26/10/2013,4680,12.8,228,116,0,24/06/2025,421,Shell,"Shell, Makefile, Ruby, Dockerfile",623,165,458,0.7352,6587.32,101.51,68.88
chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,35994,14/08/2019,2562,7.0,8375,6264,148,19/08/2026,0,Ruby,"Ruby, JavaScript, Vue, HTML, Dockerfile, Shell, Liquid, SCSS, Procfile, Makefile",5770,965,4805,0.8328,9346.47,112.47,257.87
medusajs/medusa,https://github.com/medusajs/medusa,35911,18/01/2020,2405,6.6,11262,9305,163,19/08/2026,0,JavaScript,"JavaScript, Shell, CSS, TypeScript, HTML, Handlebars",3907,50,3857,0.9872,4153.66,207.36,93.73
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,35905,11/09/2015,3994,10.9,1278,847,157,31/07/2026,19,Go,"Go, Shell, Dockerfile, JavaScript, HTML, Vue, CSS, TypeScript",2975,0,2975,1.0,3162.76,209.72,80.52
wailsapp/wails,https://github.com/wailsapp/wails,35893,15/12/2018,2803,7.7,2818,2121,356,19/08/2026,0,Go,"Go, JavaScript, HTML, Vue, CSS, Shell, TypeScript, Objective-C, Svelte, C",2526,163,2363,0.9355,3162.76,209.72,80.52
solidjs/solid,https://github.com/solidjs/solid,35870,24/04/2018,3039,8.3,636,457,37,19/08/2026,0,JavaScript,"JavaScript, TypeScript, CSS",1379,19,1360,0.9862,4153.66,207.36,93.73
OpenBMB/VoxCPM,https://github.com/OpenBMB/VoxCPM,35869,16/09/2025,337,0.9,62,25,14,12/08/2026,7,Python,Python,319,92,227,0.7116,4381.96,96.0,134.19
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,35767,18/05/2023,1189,3.3,32,18,0,18/05/2024,823,Python,"Python, Cuda, C++, Shell, Batchfile, Dockerfile",192,146,46,0.2396,4381.96,96.0,134.19
junegunn/vim-plug,https://github.com/junegunn/vim-plug,35749,10/09/2013,4726,12.9,269,181,8,22/05/2026,89,Shell,"Shell, Vim Script",1045,73,972,0.9301,6587.32,101.51,68.88
searxng/searxng,https://github.com/searxng/searxng,35746,12/04/2021,1955,5.4,3725,3145,0,19/08/2026,0,Shell,"Shell, Dockerfile, Makefile, Python, Less, HTML, XSLT, Edge, TypeScript",1838,179,1659,0.9026,6587.32,101.51,68.88
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,35721,30/05/2021,1907,5.2,130,75,0,14/05/2026,97,JavaScript,"JavaScript, Handlebars, HTML, TypeScript, CSS",118,37,81,0.6864,4153.66,207.36,93.73
airbnb/lottie-android,https://github.com/airbnb/lottie-android,35701,06/10/2016,3603,9.9,844,720,63,15/02/2026,184,Java,"Java, Kotlin, Shell, JavaScript",1813,58,1755,0.968,1668.22,57.66,146.66
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,35691,26/03/2015,4164,11.4,1129,912,0,05/07/2024,775,Makefile,"Makefile, CSS, JavaScript",77,39,38,0.4935,6824.34,158.88,82.6
koajs/koa,https://github.com/koajs/koa,35687,20/07/2013,4778,13.1,964,554,18,11/08/2026,8,JavaScript,JavaScript,933,18,915,0.9807,4153.66,207.36,93.73
opentofu/manifesto,https://github.com/opentofu/manifesto,35675,13/08/2023,1102,3.0,1129,765,0,18/03/2025,519,HTML,"HTML, CSS, JavaScript",26,12,14,0.5385,2959.28,84.38,78.49
permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,35637,04/07/2025,411,1.1,908,508,20,16/08/2026,3,Swift,"Swift, Just, C, Shell, Rust, Python",404,39,365,0.9035,823.2,100.0,16.6
gchq/CyberChef,https://github.com/gchq/CyberChef,35612,28/11/2016,3551,9.7,1278,796,458,18/08/2026,1,JavaScript,"JavaScript, HTML, CSS, Dockerfile",1249,428,821,0.6573,4153.66,207.36,93.73
restic/restic,https://github.com/restic/restic,35601,27/04/2014,4497,12.3,2989,2442,51,01/08/2026,18,Makefile,"Makefile, Go, Shell, Dockerfile, Go Template",3011,465,2546,0.8456,6824.34,158.88,82.6
microsoft/graphrag,https://github.com/microsoft/graphrag,35584,27/03/2024,875,2.4,1304,755,41,19/08/2026,0,Jupyter Notebook,"Jupyter Notebook, Shell, Python, Dockerfile, Jinja, HTML, TypeScript",836,4,832,0.9952,257.0,7.23,134.46
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35575,28/03/2015,4162,11.4,110,98,0,01/01/2025,595,JavaScript,JavaScript,30,10,20,0.6667,4153.66,207.36,93.73
continuedev/continue,https://github.com/continuedev/continue,35547,24/05/2023,1183,3.2,5856,4078,827,19/08/2026,0,Python,"Python, TypeScript, HTML, JavaScript, CSS, Shell, Kotlin, Rust, PowerShell, Scheme",6669,488,6181,0.9268,4381.96,96.0,134.19
refinedev/refine,https://github.com/refinedev/refine,35534,20/01/2021,2037,5.6,5436,4697,1000,05/06/2026,75,TypeScript,"TypeScript, JavaScript, Shell, CSS, Handlebars, HTML",1744,9,1735,0.9948,3951.0,209.41,39.23
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,35519,24/06/2021,1882,5.2,1671,713,182,19/08/2026,0,TypeScript,"TypeScript, JavaScript",3721,1376,2345,0.6302,3951.0,209.41,39.23
jqlang/jq,https://github.com/jqlang/jq,35472,18/07/2012,5145,14.1,1183,709,16,12/08/2026,7,C,"C, Shell, Python, Lex, Yacc, Makefile, M4, Dockerfile, jq, C++",2350,360,1990,0.8468,1636.36,71.09,40.09
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,35409,20/09/2013,4716,12.9,544,327,109,17/03/2026,155,CSS,"CSS, HTML, JavaScript",4155,110,4045,0.9735,983.25,101.42,156.17
casey/just,https://github.com/casey/just,35371,17/06/2016,3715,10.2,2017,1794,146,12/08/2026,6,Rust,"Rust, Shell, CSS, HTML, Nushell, Dockerfile, Nix, Just",1468,170,1298,0.8842,4846.14,145.22,23.78
tailscale/tailscale,https://github.com/tailscale/tailscale,35360,31/01/2020,2391,6.6,10248,8712,159,19/08/2026,0,Go,"Go, Shell, Dockerfile, Makefile, Nix, HTML, CSS, TypeScript, JavaScript, Lua",10588,3994,6594,0.6228,3162.76,209.72,80.52
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,35344,16/12/2016,3533,9.7,43,18,0,02/03/2026,170,,,15,0,15,1.0,1575.95,5.59,292.54
nativefier/nativefier,https://github.com/nativefier/nativefier,35285,05/07/2015,4063,11.1,332,261,99,29/09/2023,1055,JavaScript,"JavaScript, CSS, HTML, Shell, Dockerfile, TypeScript",1237,255,982,0.7939,4153.66,207.36,93.73
typicode/husky,https://github.com/typicode/husky,35277,23/06/2014,4440,12.2,471,263,80,19/03/2026,152,JavaScript,"JavaScript, Shell",1114,82,1032,0.9264,4153.66,207.36,93.73
geekcomputers/Python,https://github.com/geekcomputers/Python,35263,30/11/2011,5376,14.7,2585,2034,0,17/08/2026,2,Python,"Python, Tcl, Jupyter Notebook, Java, HTML, JavaScript, Makefile, PowerShell, Batchfile, CMake",542,380,162,0.2989,4381.96,96.0,134.19
VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,35252,01/04/2025,505,1.4,273,92,8,19/08/2026,0,Python,Python,121,68,53,0.438,4381.96,96.0,134.19
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,35244,13/11/2013,4662,12.8,986,608,18,18/08/2026,1,JavaScript,"JavaScript, SCSS, Pug, HTML, Shell",728,1,727,0.9986,4153.66,207.36,93.73
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,35229,26/01/2019,2762,7.6,6702,4168,81,19/08/2026,0,Python,"Python, Makefile, JavaScript, HTML, CSS, Dockerfile, TypeScript, Shell, HCL, Jupyter Notebook",6031,76,5955,0.9874,4381.96,96.0,134.19
fxsjy/jieba,https://github.com/fxsjy/jieba,35123,29/09/2012,5072,13.9,170,96,9,21/08/2024,728,Python,"Python, OpenEdge ABL",877,646,231,0.2634,4381.96,96.0,134.19
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,35102,16/04/2022,1586,4.3,27,14,0,19/05/2025,457,,,142,39,103,0.7254,1575.95,5.59,292.54
DayuanJiang/next-ai-draw-io,https://github.com/DayuanJiang/next-ai-draw-io,35063,23/03/2025,514,1.4,535,443,18,19/08/2026,0,TypeScript,"TypeScript, CSS, JavaScript, Dockerfile, HTML",332,143,189,0.5693,3951.0,209.41,39.23
utmapp/UTM,https://github.com/utmapp/UTM,35058,12/04/2019,2686,7.4,436,292,130,05/08/2026,14,Objective-C,"Objective-C, C, Shell, Python, Swift",3705,1075,2630,0.7099,1534.25,182.5,331.5
hehonghui/awesome-english-ebooks,https://github.com/hehonghui/awesome-english-ebooks,35045,28/06/2022,1513,4.1,0,0,0,14/08/2026,4,CSS,CSS,0,0,0,,983.25,101.42,156.17
netty/netty,https://github.com/netty/netty,35039,09/11/2010,5762,15.8,10067,5764,13,19/08/2026,0,Java,"Java, HTML, CSS, Shell, Groovy, C, Makefile, JavaScript, Dockerfile, Ruby",6949,585,6364,0.9158,1668.22,57.66,146.66
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,35037,24/03/2013,4896,13.4,711,592,0,14/08/2024,735,Go,"Go, Makefile, Shell, HTML, CSS, JavaScript, Batchfile",0,0,0,,3162.76,209.72,80.52
bumptech/glide,https://github.com/bumptech/glide,35027,08/07/2013,4789,13.1,1144,640,59,17/08/2026,2,Java,"Java, Shell, Kotlin, CSS",4534,593,3941,0.8692,1668.22,57.66,146.66
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,35017,01/07/2014,4432,12.1,970,414,0,19/08/2026,0,,,112,5,107,0.9554,1575.95,5.59,292.54
zellij-org/zellij,https://github.com/zellij-org/zellij,35001,01/09/2020,2178,6.0,2102,1524,69,19/08/2026,0,Rust,"Rust, Shell, JavaScript, HTML, CSS",2831,1527,1304,0.4606,4846.14,145.22,23.78
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,34930,23/12/2014,4257,11.7,669,369,0,19/08/2026,0,,,108,0,108,1.0,1575.95,5.59,292.54
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,34877,08/07/2023,1138,3.1,957,299,199,19/08/2026,0,TypeScript,"TypeScript, JavaScript, CSS, SCSS, Shell",791,159,632,0.799,3951.0,209.41,39.23
laravel/framework,https://github.com/laravel/framework,34874,10/01/2013,4968,13.6,36796,18486,966,18/08/2026,1,PHP,"PHP, CSS, Hack, Shell, Blade, JavaScript",19313,58,19255,0.997,11131.0,338.0,2.4
esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,34868,21/04/2026,120,0.3,4632,3364,189,19/08/2026,0,TypeScript,"TypeScript, CSS, HTML, Makefile, Go, Shell, NSIS, Python, JavaScript, Astro",4132,1084,3048,0.7377,3951.0,209.41,39.23
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,34676,05/09/2019,2539,7.0,732,0,10,19/08/2026,0,Shell,"Shell, Python, C++, Cuda, Dockerfile, CMake",3574,472,3102,0.8679,6587.32,101.51,68.88
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,34645,08/01/2019,2780,7.6,238,161,55,18/08/2026,1,HTML,"HTML, JavaScript, SCSS",1118,145,973,0.8703,2959.28,84.38,78.49
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,34588,16/07/2016,3686,10.1,2846,705,0,11/10/2025,312,C++,"C++, Dockerfile, CMake, Python",344,10,334,0.9709,8311.21,116.07,94.29
BVLC/caffe,https://github.com/BVLC/caffe,34560,12/09/2013,4724,12.9,2265,1087,14,31/07/2024,748,CMake,"CMake, Shell, C++, Python, MATLAB, Cuda, Makefile, Dockerfile",5228,1289,3939,0.7534,10846.93,133.36,74.29
lissy93/web-check,https://github.com/lissy93/web-check,34545,25/06/2023,1151,3.2,172,74,3,11/08/2026,8,HTML,"HTML, JavaScript, TypeScript, CSS, Dockerfile, Astro, Svelte, SCSS",149,4,145,0.9732,2959.28,84.38,78.49
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,34503,20/12/2013,4625,12.7,279,202,62,18/08/2026,0,Shell,"Shell, Python, Dockerfile",1360,92,1268,0.9324,6587.32,101.51,68.88
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,34491,15/04/2019,2683,7.4,1565,1037,130,17/08/2026,1,Go,"Go, Shell, Assembly, Makefile, HTML, Dockerfile",1113,25,1088,0.9775,3162.76,209.72,80.52
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,34479,16/10/2016,3594,9.8,1988,1492,143,18/08/2026,0,Python,"Python, C, Makefile, Objective-C, Ruby, Nix, Shell, Vim Script, Go, Slang",6991,8,6983,0.9989,4381.96,96.0,134.19
nothings/stb,https://github.com/nothings/stb,34443,25/05/2014,4469,12.2,845,294,0,02/08/2026,17,C,"C, C++, Makefile, Batchfile, Shell",987,249,738,0.7477,1636.36,71.09,40.09
anthropics/financial-services,https://github.com/anthropics/financial-services,34410,23/02/2026,177,0.5,226,40,0,04/08/2026,15,Python,"Python, JavaScript, Shell, PowerShell",88,79,9,0.1023,4381.96,96.0,134.19
raysan5/raylib,https://github.com/raysan5/raylib,34398,24/10/2013,4682,12.8,3383,2660,25,19/08/2026,0,C,"C, Makefile, HTML, CMake, Meson, Shell, Batchfile, Zig, Lua",2228,10,2218,0.9955,1636.36,71.09,40.09
derailed/k9s,https://github.com/derailed/k9s,34394,25/01/2019,2763,7.6,1796,1067,258,19/08/2026,0,Makefile,"Makefile, Go, Dockerfile, Shell",2374,47,2327,0.9802,6824.34,158.88,82.6
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34381,14/01/2013,4964,13.6,6509,4160,120,19/08/2026,0,Shell,"Shell, HTML, C#, JavaScript, CSS, XSLT, C++, C, Java, Ruby",11230,98,11132,0.9913,6587.32,101.51,68.88
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,34373,24/04/2017,3404,9.3,264,174,15,03/08/2024,746,C++,"C++, Shell, Cuda, Batchfile, CMake, HCL, Python",2007,340,1667,0.8306,8311.21,116.07,94.29
huggingface/diffusers,https://github.com/huggingface/diffusers,34343,30/05/2022,1542,4.2,7957,6029,92,19/08/2026,0,Python,"Python, Makefile, Dockerfile",5531,806,4725,0.8543,4381.96,96.0,134.19
xitu/gold-miner,https://github.com/xitu/gold-miner,34329,04/11/2015,3941,10.8,3933,3563,0,17/04/2024,854,,,5604,14,5590,0.9975,1575.95,5.59,292.54
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34323,14/06/2017,3353,9.2,1373,836,200,10/11/2025,282,TypeScript,"TypeScript, JavaScript, CSS, Shell",2270,703,1567,0.6903,3951.0,209.41,39.23
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34289,27/05/2009,6293,17.2,3796,218,0,15/08/2024,734,,,6379,0,6379,1.0,1575.95,5.59,292.54
python-poetry/poetry,https://github.com/python-poetry/poetry,34289,28/02/2018,3094,8.5,3499,2542,151,17/08/2026,1,Python,"Python, HTML",6359,488,5871,0.9233,4381.96,96.0,134.19
