nome_repositorio,url,estrelas,data_criacao,idade_em_dias,idade_em_anos,total_pull_requests,total_pull_requests_aceitas,total_releases,data_ultima_atualizacao,dias_desde_ultima_atualizacao,linguagem_primaria,linguagens,total_issues,issues_abertas,issues_fechadas,razao_issues_fechadas,media_prs_aceitas_linguagem,media_releases_linguagem,media_dias_desde_atualizacao_linguagem
grafana/grafana,https://github.com/grafana/grafana,76310,11/12/2013,4634,12.7,82675,69467,640,19/08/2026,0,Shell,"Shell, JavaScript, Go, HTML, CSS, TypeScript, Makefile, Dockerfile, Jsonnet, SCSS",44920,2742,42178,0.939,6587.32,101.51,68.88
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,76271,05/03/2017,3454,9.5,1939,430,0,16/09/2025,337,,,185,80,105,0.5676,1575.95,5.59,292.54
redis/redis,https://github.com/redis/redis,76044,21/03/2009,6359,17.4,8159,4762,150,19/08/2026,0,Makefile,"Makefile, Shell, C, C++, Ruby, Tcl, Smarty, Python, JavaScript",7059,2259,4800,0.68,6824.34,158.88,82.6
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,75998,12/08/2014,4390,12.0,1764,1467,36,17/08/2026,2,C++,"C++, C, Shell, Java, Makefile, CMake, M4, Python, NSIS",2765,436,2329,0.8423,8311.21,116.07,94.29
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,75739,16/06/2021,1890,5.2,4545,3895,142,11/08/2026,8,Makefile,"Makefile, Kotlin, Ruby, Swift, Objective-C, Dart, C, HTML, Rust, Shell",4216,897,3319,0.7872,6824.34,158.88,82.6
ocornut/imgui,https://github.com/ocornut/imgui,75737,21/07/2014,4412,12.1,1766,427,122,19/08/2026,0,C,"C, C++, Objective-C, Objective-C++, Shell, GLSL, GDB, Python",6921,1047,5874,0.8487,1636.36,71.09,40.09
typicode/json-server,https://github.com/typicode/json-server,75690,27/11/2013,4648,12.7,516,171,49,23/03/2026,149,HTML,"HTML, JavaScript",1193,617,576,0.4828,2959.28,84.38,78.49
openai/openai-cookbook,https://github.com/openai/openai-cookbook,75359,11/03/2022,1622,4.4,1865,1083,0,19/08/2026,0,MDX,"MDX, Jupyter Notebook",820,78,742,0.9049,1083.0,0.0,0.0
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,75236,13/10/2024,675,1.8,207,105,52,19/08/2026,0,Python,"Python, Dockerfile",149,2,147,0.9866,4381.96,96.0,134.19
obsproject/obs-studio,https://github.com/obsproject/obs-studio,75213,01/10/2013,4705,12.9,8027,5563,247,15/08/2026,4,CMake,"CMake, C, Shell, C++, Objective-C, Objective-C++, Python, Lua, Batchfile, Swift",5190,801,4389,0.8457,10846.93,133.36,74.29
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,75050,20/10/2021,1764,4.8,403,319,5,13/08/2026,6,HTML,HTML,238,130,108,0.4538,2959.28,84.38,78.49
caddyserver/caddy,https://github.com/caddyserver/caddy,75024,13/01/2015,4236,11.6,3051,2393,136,19/08/2026,0,Go,"Go, Shell, HTML",4602,201,4401,0.9563,3162.76,209.72,80.52
shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,74677,29/06/2025,416,1.1,316,82,0,18/08/2026,1,Python,"Python, TypeScript, JavaScript, CSS",200,35,165,0.825,4381.96,96.0,134.19
python/cpython,https://github.com/python/cpython,74410,10/02/2017,3477,9.5,75986,62671,0,19/08/2026,0,Makefile,"Makefile, Python, C, Batchfile, CSS, HTML, Assembly, C++, DTrace, Shell",77732,7028,70704,0.9096,6824.34,158.88,82.6
enaqx/awesome-react,https://github.com/enaqx/awesome-react,74338,06/08/2014,4396,12.0,1505,798,0,20/07/2026,30,,,127,5,122,0.9606,1575.95,5.59,292.54
apache/superset,https://github.com/apache/superset,74313,21/07/2015,4047,11.1,25809,19694,267,19/08/2026,0,Python,"Python, CSS, JavaScript, Shell, Mako, HTML, Dockerfile, TypeScript, Makefile, Pug",12659,209,12450,0.9835,4381.96,96.0,134.19
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,74238,14/11/2023,1009,2.8,190,83,0,14/08/2026,5,JavaScript,"JavaScript, HTML, TypeScript, CSS, Python, Dockerfile, Shell",405,121,284,0.7012,4153.66,207.36,93.73
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,74232,28/05/2023,1179,3.2,1486,1019,36,18/08/2026,1,Python,"Python, Makefile, Dockerfile",8029,995,7034,0.8761,4381.96,96.0,134.19
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,74075,15/07/2014,4418,12.1,1122,928,0,11/08/2026,7,Python,Python,118,1,117,0.9915,4381.96,96.0,134.19
Eugeny/tabby,https://github.com/Eugeny/tabby,74008,23/12/2016,3526,9.7,4260,1580,209,18/08/2026,1,CSS,"CSS, JavaScript, TypeScript, Batchfile, Lua, Shell, C++, C, NSIS, Pug",6326,2704,3622,0.5726,983.25,101.42,156.17
unionlabs/union,https://github.com/unionlabs/union,73851,16/05/2023,1190,3.3,3524,3128,113,25/07/2026,25,Solidity,"Solidity, Nix, Rust, Go, Shell, JavaScript, CSS, Svelte, TypeScript, Astro",1842,128,1714,0.9305,3128.0,113.0,25.0
twitter/the-algorithm,https://github.com/twitter/the-algorithm,73834,27/03/2023,1241,3.4,571,2,0,08/09/2025,345,Starlark,"Starlark, Java, Python, Dockerfile, Scala, Thrift, Shell, Rust, C, C++",1082,330,752,0.695,24465.0,111.0,172.5
unslothai/unsloth,https://github.com/unslothai/unsloth,73815,29/11/2023,994,2.7,4873,3539,54,19/08/2026,0,Python,"Python, Shell, Jupyter Notebook, JavaScript, HTML, TypeScript, CSS, Batchfile, PowerShell, Rust",4185,910,3275,0.7826,4381.96,96.0,134.19
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,73777,07/09/2025,346,0.9,355,171,3,18/08/2026,1,Python,"Python, Dockerfile, HTML, Vue, TypeScript, GDScript, CSS, Jupyter Notebook, JavaScript, Shell",309,62,247,0.7994,4381.96,96.0,134.19
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,73575,16/10/2017,3229,8.8,323,180,2,14/08/2026,5,TypeScript,"TypeScript, CSS, JavaScript, MDX, Shell",155,3,152,0.9806,3951.0,209.41,39.23
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,73539,20/10/2015,3956,10.8,4109,3655,0,24/07/2026,26,,,234,41,193,0.8248,1575.95,5.59,292.54
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,73392,27/12/2017,3157,8.6,114,37,0,04/01/2026,227,,,0,0,0,,1575.95,5.59,292.54
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,73311,10/08/2022,1470,4.0,166,5,0,18/06/2024,792,Python,"Python, Shell, Jupyter Notebook",740,540,200,0.2703,4381.96,96.0,134.19
Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,73053,24/02/2026,176,0.5,416,172,7,12/08/2026,7,Python,"Python, Shell, HTML",204,65,139,0.6814,4381.96,96.0,134.19
strapi/strapi,https://github.com/strapi/strapi,72966,30/09/2015,3976,10.9,13758,10376,541,19/08/2026,0,JavaScript,"JavaScript, HTML, Shell, Handlebars, TypeScript, MDX",12201,250,11951,0.9795,4153.66,207.36,93.73
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,72937,19/02/2012,5295,14.5,942,709,30,19/08/2026,0,PHP,"PHP, Shell, HTML, Perl, Python, Hack, Java, ColdFusion, ASP.NET, Classic ASP",327,8,319,0.9755,11131.0,338.0,2.4
fffaraz/awesome-cpp,https://github.com/fffaraz/awesome-cpp,72832,17/07/2014,4416,12.1,1214,885,0,19/08/2026,0,,,593,233,360,0.6071,1575.95,5.59,292.54
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,72812,17/10/2025,306,0.8,1467,38,0,10/08/2026,8,JavaScript,"JavaScript, Shell, Python",143,132,11,0.0769,4153.66,207.36,93.73
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,72715,28/11/2024,629,1.7,584,505,0,18/08/2026,1,Dockerfile,"Dockerfile, Jupyter Notebook, Python, C#, PowerShell",125,1,124,0.992,1947.39,130.55,56.58
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,72529,01/03/2019,2728,7.5,1843,583,55,18/08/2026,1,Java,"Java, C, HTML, CSS, Shell, Python, Haskell, Makefile, C++, Yacc",6126,1547,4579,0.7475,1668.22,57.66,146.66
juliangarnier/anime,https://github.com/juliangarnier/anime,72252,13/03/2016,3810,10.4,218,87,37,17/08/2026,1,JavaScript,"JavaScript, HTML, CSS",849,97,752,0.8857,4153.66,207.36,93.73
hakimel/reveal.js,https://github.com/hakimel/reveal.js,72154,07/06/2011,5552,15.2,1160,415,51,21/05/2026,90,JavaScript,"JavaScript, CSS, HTML, SCSS, TypeScript",2513,803,1710,0.6805,4153.66,207.36,93.73
pallets/flask,https://github.com/pallets/flask,72137,06/04/2010,5979,16.4,2894,1633,38,16/08/2026,3,Python,"Python, HTML, CSS, Shell",2762,0,2762,1.0,4381.96,96.0,134.19
chrislgarry/Apollo-11,https://github.com/chrislgarry/Apollo-11,72120,03/04/2014,4521,12.4,0,0,0,15/07/2026,35,Assembly,Assembly,0,0,0,,0.0,0.0,35.0
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,72047,20/12/2020,2068,5.7,5028,4303,56,30/07/2026,20,Python,Python,2325,51,2274,0.9781,4381.96,96.0,134.19
moby/moby,https://github.com/moby/moby,71984,18/01/2013,4961,13.6,28972,23044,308,19/08/2026,0,Go,"Go, Shell, Makefile, C, Assembly, PowerShell, Dockerfile, Python, HCL, Lua",23590,3281,20309,0.8609,3162.76,209.72,80.52
daytonaio/daytona,https://github.com/daytonaio/daytona,71959,06/02/2024,925,2.5,3854,2505,205,24/07/2026,26,,,1244,312,932,0.7492,1575.95,5.59,292.54
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,71737,26/08/2014,4376,12.0,22079,9752,218,19/08/2026,0,Makefile,"Makefile, Shell, Java, Emacs Lisp, C++, Python, Ruby, C, Objective-C, Swift",6898,123,6775,0.9822,6824.34,158.88,82.6
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,71684,31/07/2022,1480,4.1,10588,9352,567,19/08/2026,0,JavaScript,"JavaScript, TypeScript, CSS, Shell, Rust, HTML, NSIS, Java, Swift, Ruby",4003,603,3400,0.8494,4153.66,207.36,93.73
nektos/act,https://github.com/nektos/act,71560,02/01/2019,2786,7.6,1444,1061,97,09/08/2026,9,Shell,"Shell, Makefile, Go, JavaScript",1343,261,1082,0.8057,6587.32,101.51,68.88
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,71394,19/11/2019,2465,6.8,573,144,0,12/08/2026,7,Python,"Python, CSS, HTML, Procfile",180,90,90,0.5,4381.96,96.0,134.19
666ghj/MiroFish,https://github.com/666ghj/MiroFish,71212,26/11/2025,266,0.7,310,27,3,17/08/2026,2,Python,"Python, HTML, Vue, JavaScript, Dockerfile",398,60,338,0.8492,4381.96,96.0,134.19
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71211,20/03/2023,1248,3.4,371,228,32,25/01/2026,206,Python,"Python, Dockerfile, JavaScript, CSS, HTML",1784,298,1486,0.833,4381.96,96.0,134.19
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,70525,15/11/2014,4295,11.8,272,194,0,04/05/2023,1203,,,86,45,41,0.4767,1575.95,5.59,292.54
ansible/ansible,https://github.com/ansible/ansible,70363,06/03/2012,5279,14.5,53600,40061,252,19/08/2026,0,Python,"Python, Shell, PowerShell, Go, C#, Batchfile, Jinja",33437,524,32913,0.9843,4381.96,96.0,134.19
swiftlang/swift,https://github.com/swiftlang/swift,70260,23/10/2015,3952,10.8,69549,60696,70,19/08/2026,0,Emacs Lisp,"Emacs Lisp, CMake, C, C++, Python, Swift, Objective-C++, DTrace, Objective-C, Shell",18143,7641,10502,0.5788,60696.0,70.0,0.0
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,69899,30/06/2023,1146,3.1,1078,673,22,21/01/2026,210,Python,"Python, Dockerfile, Shell, JavaScript, TypeScript",975,17,958,0.9826,4381.96,96.0,134.19
expressjs/express,https://github.com/expressjs/express,69382,26/06/2009,6263,17.2,2618,550,165,01/08/2026,18,JavaScript,JavaScript,4067,105,3962,0.9742,4153.66,207.36,93.73
base/node,https://github.com/base/node,68430,01/02/2023,1295,3.5,555,275,86,22/07/2026,28,Dockerfile,"Dockerfile, Shell",379,9,370,0.9763,1947.39,130.55,56.58
ruvnet/ruflo,https://github.com/ruvnet/ruflo,68343,02/06/2025,442,1.2,1308,565,1000,19/08/2026,0,TypeScript,"TypeScript, Shell, JavaScript, Dockerfile, Batchfile, PowerShell, Makefile, HTML, PLpgSQL, Rust",1631,571,1060,0.6499,3951.0,209.41,39.23
code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,68109,03/12/2025,259,0.7,4353,2650,237,19/08/2026,0,TypeScript,"TypeScript, JavaScript, Python, HTML, CSS, Shell, Go Template, Go, PowerShell, Dockerfile",2551,462,2089,0.8189,3951.0,209.41,39.23
openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,68075,14/07/2023,1132,3.1,719,436,64,19/08/2026,0,Python,"Python, Shell, PowerShell, Dockerfile, Starlark, Rust, JavaScript, C, Nix, HTML",1102,1,1101,0.9991,4381.96,96.0,134.19
chartjs/Chart.js,https://github.com/chartjs/Chart.js,67643,17/03/2013,4902,13.4,3964,3018,117,27/05/2026,83,JavaScript,"JavaScript, Shell, TypeScript, HTML",7318,499,6819,0.9318,4153.66,207.36,93.73
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,67408,11/03/2016,3813,10.4,1147,571,75,04/08/2026,15,Rust,"Rust, Shell, Python, Ruby, Roff, Lua",1820,118,1702,0.9352,4846.14,145.22,23.78
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,67313,25/08/2020,2185,6.0,136,104,0,22/01/2026,209,Python,"Python, Makefile, Jupyter Notebook",143,28,115,0.8042,4381.96,96.0,134.19
gorhill/uBlock,https://github.com/gorhill/uBlock,67096,01/04/2015,4158,11.4,0,0,288,19/08/2026,0,HTML,"HTML, JavaScript, CSS, Shell, Python, WebAssembly, Makefile",3446,13,3433,0.9962,2959.28,84.38,78.49
apache/echarts,https://github.com/apache/echarts,67095,03/04/2013,4886,13.4,2238,1524,125,04/08/2026,15,JavaScript,"JavaScript, HTML, TypeScript, Shell, Go Template",19383,1365,18018,0.9296,4153.66,207.36,93.73
colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,67089,18/01/2026,212,0.6,901,458,30,08/08/2026,11,TypeScript,"TypeScript, JavaScript, Shell, PowerShell, Astro, CSS, Python, Java, Go, Rust",644,163,481,0.7469,3951.0,209.41,39.23
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,66972,17/08/2010,5846,16.0,21344,14715,50,19/08/2026,0,Python,"Python, Shell, C, C++, Makefile, Cython, CSS, Meson, JavaScript",12246,1543,10703,0.874,4381.96,96.0,134.19
headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,66889,07/01/2026,224,0.6,2113,1458,162,19/08/2026,0,Python,"Python, Dockerfile, HTML, TypeScript, HCL, PLpgSQL, JavaScript, Shell, PowerShell, CSS",929,245,684,0.7363,4381.96,96.0,134.19
bradtraversy/design-resources-for-developers,https://github.com/bradtraversy/design-resources-for-developers,66698,06/05/2020,2296,6.3,1535,978,0,24/05/2026,87,,,0,0,0,,1575.95,5.59,292.54
xtekky/gpt4free,https://github.com/xtekky/gpt4free,66567,29/03/2023,1239,3.4,1139,911,503,13/08/2026,6,Python,"Python, Dockerfile, Shell, HTML, Makefile, Go",2047,2,2045,0.999,4381.96,96.0,134.19
sindresorhus/awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,66562,11/07/2014,4422,12.1,1203,421,0,03/05/2026,108,,,105,3,102,0.9714,1575.95,5.59,292.54
leonardomso/33-js-concepts,https://github.com/leonardomso/33-js-concepts,66510,04/09/2018,2906,8.0,531,269,0,02/08/2026,17,JavaScript,JavaScript,121,1,120,0.9917,4153.66,207.36,93.73
cline/cline,https://github.com/cline/cline,66489,06/07/2024,774,2.1,7249,4467,374,19/08/2026,0,JavaScript,"JavaScript, TypeScript, HTML, CSS, Shell, Python, Rust, PowerShell",4390,661,3729,0.8494,4153.66,207.36,93.73
TheAlgorithms/Java,https://github.com/TheAlgorithms/Java,66169,16/07/2016,3686,10.1,5998,2392,0,19/08/2026,0,Java,"Java, Dockerfile",1249,5,1244,0.996,1668.22,57.66,146.66
facebook/docusaurus,https://github.com/facebook/docusaurus,66000,20/06/2017,3347,9.2,7279,5848,157,13/08/2026,6,JavaScript,"JavaScript, CSS, TypeScript, EJS, XSLT, AppleScript",3469,294,3175,0.9152,4153.66,207.36,93.73
webpack/webpack,https://github.com/webpack/webpack,65970,10/03/2012,5275,14.5,9283,6357,462,19/08/2026,0,JavaScript,"JavaScript, CSS, CoffeeScript, HTML, WebAssembly, Pug, Less, TypeScript, SCSS, Perl",10228,59,10169,0.9942,4153.66,207.36,93.73
prometheus/prometheus,https://github.com/prometheus/prometheus,65755,24/11/2012,5016,13.7,12155,8844,377,19/08/2026,0,Makefile,"Makefile, Go, HTML, CSS, JavaScript, Shell, Lex, Dockerfile, TypeScript, Yacc",6545,509,6036,0.9222,6824.34,158.88,82.6
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,65745,30/05/2024,811,2.2,9238,8047,0,19/08/2026,0,Shell,"Shell, Python, C++, C, CMake, JavaScript, HTML, CSS, Kotlin, Java",1955,498,1457,0.7453,6587.32,101.51,68.88
santifer/career-ops,https://github.com/santifer/career-ops,65663,04/04/2026,137,0.4,1851,1082,35,19/08/2026,0,Shell,"Shell, JavaScript, Go, HTML, Nix, TeX, Dockerfile, TypeScript, CSS",1035,191,844,0.8155,6587.32,101.51,68.88
microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,65657,03/03/2021,1995,5.5,481,312,0,21/07/2026,29,Jupyter Notebook,"Jupyter Notebook, Python, JavaScript, HTML, Vue, Dockerfile, Shell",197,12,185,0.9391,257.0,7.23,134.46
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,65656,17/02/2018,3104,8.5,1483,1165,85,13/08/2026,6,Rust,"Rust, Shell, Makefile, Python, Handlebars, Jinja, HCL, Dockerfile, TypeScript",2750,19,2731,0.9931,4846.14,145.22,23.78
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,65649,06/02/2018,3115,8.5,691,1,1,07/08/2024,742,Dockerfile,Dockerfile,4965,4228,737,0.1484,1947.39,130.55,56.58
Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,65523,05/08/2025,379,1.0,885,565,44,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Shell, Nix, CSS",600,109,491,0.8183,4153.66,207.36,93.73
alacritty/alacritty,https://github.com/alacritty/alacritty,65425,18/02/2016,3835,10.5,2608,1937,108,17/08/2026,2,Rust,"Rust, GLSL, Shell, Makefile",6346,330,6016,0.948,4846.14,145.22,23.78
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,65316,12/06/2019,2625,7.2,552,327,0,04/08/2024,745,,,253,20,233,0.9209,1575.95,5.59,292.54
kdn251/interviews,https://github.com/kdn251/interviews,65219,14/02/2017,3473,9.5,186,42,0,12/05/2025,464,Java,Java,59,35,24,0.4068,1668.22,57.66,146.66
docling-project/docling,https://github.com/docling-project/docling,65215,09/07/2024,771,2.1,1552,1138,206,19/08/2026,0,Dockerfile,"Dockerfile, Python, Shell, Makefile",1971,897,1074,0.5449,1947.39,130.55,56.58
localstack/localstack,https://github.com/localstack/localstack,65146,25/10/2016,3584,9.8,7639,6814,106,23/03/2026,149,Makefile,"Makefile, Python, JavaScript, Java, Shell, C#, Dockerfile, Ruby, HCL, Go",6178,0,6178,1.0,6824.34,158.88,82.6
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,64924,04/06/2023,1172,3.2,2169,1567,34,19/08/2026,0,Shell,"Shell, JavaScript, HTML, CSS, Dockerfile, HCL, Go Template, TypeScript, Python, Batchfile",3745,295,3450,0.9212,6587.32,101.51,68.88
shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,64729,31/10/2025,292,0.8,131,48,0,19/08/2026,0,Python,"Python, HTML",52,4,48,0.9231,4381.96,96.0,134.19
gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,64670,14/12/2025,248,0.7,1870,1202,78,31/05/2026,80,JavaScript,"JavaScript, Shell, TypeScript",1890,0,1890,1.0,4153.66,207.36,93.73
nocodb/nocodb,https://github.com/nocodb/nocodb,64592,29/10/2017,3216,8.8,7646,6481,199,19/08/2026,0,JavaScript,"JavaScript, Shell, TypeScript, CSS, Vue, SCSS, PLpgSQL, TSQL, Go Template, PLSQL",4751,394,4357,0.9171,4153.66,207.36,93.73
traefik/traefik,https://github.com/traefik/traefik,64497,13/09/2015,3993,10.9,6739,5522,553,19/08/2026,0,Go,"Go, Makefile, Shell, JavaScript, HTML, Dockerfile, TypeScript, Go Template, Nix",6826,693,6133,0.8985,3162.76,209.72,80.52
warpdotdev/warp,https://github.com/warpdotdev/warp,64355,08/07/2021,1868,5.1,4389,2169,56,19/08/2026,0,PowerShell,"PowerShell, Python, Shell, Handlebars, Makefile, Objective-C, Rust, Dockerfile, JavaScript, TypeScript",10816,3834,6982,0.6455,1066.75,46.0,0.75
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,64306,05/12/2014,4275,11.7,709,610,39,10/08/2026,9,Python,"Python, Shell, CSS, PowerShell, Dockerfile",1157,15,1142,0.987,4381.96,96.0,134.19
keras-team/keras,https://github.com/keras-team/keras,64242,28/03/2015,4162,11.4,9722,5206,93,19/08/2026,0,Python,"Python, Shell",12876,140,12736,0.9891,4381.96,96.0,134.19
tw93/Mole,https://github.com/tw93/Mole,64239,23/09/2025,330,0.9,483,335,61,17/08/2026,2,Shell,"Shell, Go, Makefile, Python",902,7,895,0.9922,6587.32,101.51,68.88
scrapy/scrapy,https://github.com/scrapy/scrapy,63963,22/02/2010,6022,16.5,4608,2808,52,19/08/2026,0,Shell,"Shell, Python, HTML, Roff, Go Template",3301,276,3025,0.9164,6587.32,101.51,68.88
rust-lang/rustlings,https://github.com/rust-lang/rustlings,63906,15/09/2015,3991,10.9,1616,952,46,11/08/2026,8,Rust,"Rust, Shell, CSS, Just, HTML",770,24,746,0.9688,4846.14,145.22,23.78
mem0ai/mem0,https://github.com/mem0ai/mem0,63612,20/06/2023,1156,3.2,4651,2512,381,18/08/2026,1,Python,"Python, Makefile, Dockerfile, Mako, JavaScript, CSS, TypeScript, Shell",2102,259,1843,0.8768,4381.96,96.0,134.19
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,63451,14/04/2011,5606,15.4,0,0,0,19/08/2026,0,C,"C, Makefile, C++, Shell, Assembly, Objective-C, Perl, Roff, Cuda, Awk",0,0,0,,1636.36,71.09,40.09
commaai/openpilot,https://github.com/commaai/openpilot,63451,24/11/2016,3555,9.7,18047,13300,63,19/08/2026,0,C,"C, Python, Shell, C++, HTML, Jupyter Notebook, Cap'n Proto",3302,79,3223,0.9761,1636.36,71.09,40.09
tldr-pages/tldr,https://github.com/tldr-pages/tldr,63426,08/12/2013,4637,12.7,21660,19505,6,19/08/2026,0,Shell,"Shell, JavaScript, Python, CSS, Markdown",1791,233,1558,0.8699,6587.32,101.51,68.88
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,63387,10/01/2026,221,0.6,1374,675,34,19/08/2026,0,Dockerfile,"Dockerfile, Python, Shell, JavaScript, HTML, CSS, TypeScript, PowerShell, Jinja, NSIS",816,37,779,0.9547,1947.39,130.55,56.58
socketio/socket.io,https://github.com/socketio/socket.io,63191,11/03/2010,6005,16.5,942,450,98,24/07/2026,26,JavaScript,"JavaScript, TypeScript, Shell, HTML, CSS",3664,164,3500,0.9552,4153.66,207.36,93.73
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,63190,03/05/2025,473,1.3,113,32,0,18/08/2026,1,JavaScript,"JavaScript, Python",61,20,41,0.6721,4153.66,207.36,93.73
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,63060,09/06/2023,1167,3.2,268,142,0,14/08/2026,5,Python,"Python, TypeScript",626,160,466,0.7444,4381.96,96.0,134.19
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,62962,29/11/2024,628,1.7,386,53,11,07/08/2026,12,Python,Python,279,52,227,0.8136,4381.96,96.0,134.19
resume/resume.github.com,https://github.com/resume/resume.github.com,62883,06/02/2011,5673,15.5,187,84,0,15/02/2023,1281,Ruby,"Ruby, CSS, JavaScript, HTML",131,64,67,0.5115,9346.47,112.47,257.87
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,62692,25/05/2017,3373,9.2,85,42,187,14/08/2026,5,JavaScript,"JavaScript, Shell, HTML",1805,8,1797,0.9956,4153.66,207.36,93.73
git/git,https://github.com/git/git,62663,23/07/2008,6601,18.1,2072,4,0,18/08/2026,0,Makefile,"Makefile, C, Shell, C++, Perl, Python, Tcl, JavaScript, CSS, M4",0,0,0,,6824.34,158.88,82.6
pathwaycom/pathway,https://github.com/pathwaycom/pathway,62422,27/11/2022,1361,3.7,75,30,89,19/08/2026,0,Python,"Python, Rust, Shell, HTML",171,29,142,0.8304,4381.96,96.0,134.19
usememos/memos,https://github.com/usememos/memos,62362,08/12/2021,1715,4.7,2513,2079,96,19/08/2026,0,Go,"Go, HTML, TypeScript, Dockerfile, CSS, Shell, JavaScript",3043,25,3018,0.9918,3162.76,209.72,80.52
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,62304,08/09/2016,3632,10.0,3055,1723,156,18/08/2026,1,Makefile,"Makefile, Shell, C++, Python, Java, Kotlin, AIDL, C, Rust",6612,50,6562,0.9924,6824.34,158.88,82.6
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,62215,14/12/2019,2440,6.7,2715,2311,0,03/08/2026,16,Shell,Shell,281,213,68,0.242,6587.32,101.51,68.88
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,62212,28/12/2022,1330,3.6,340,45,0,12/11/2025,280,Python,Python,363,248,115,0.3168,4381.96,96.0,134.19
withastro/astro,https://github.com/withastro/astro,61867,15/03/2021,1983,5.4,10777,9222,1000,19/08/2026,0,JavaScript,"JavaScript, TypeScript, Svelte, Astro, Shell, CSS, Vue, Dockerfile, Roff, MDX",6548,30,6518,0.9954,4153.66,207.36,93.73
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,61685,12/12/2022,1346,3.7,63,33,0,28/04/2026,113,,,102,40,62,0.6078,1575.95,5.59,292.54
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,61594,28/04/2025,478,1.3,671,2,0,17/07/2026,33,Python,"Python, HTML, Dockerfile, Shell, Batchfile",496,36,460,0.9274,4381.96,96.0,134.19
reduxjs/redux,https://github.com/reduxjs/redux,61508,29/05/2015,4099,11.2,2653,1767,78,02/08/2026,17,JavaScript,"JavaScript, TypeScript, CSS",2077,41,2036,0.9803,4153.66,207.36,93.73
